minute,heure,TV_W,Eclairage_LED_W,Ventilateur_W,Refrigerateur_W,Total_agrege_W
966,16.1,0.0,0.0,50.0,150.0,200.0
967,16.116666666666667,0.0,0.0,50.0,150.0,200.0
968,16.133333333333333,0.0,0.0,50.0,150.0,200.0
969,16.15,0.0,0.0,50.0,150.0,200.0
970,16.166666666666668,0.0,0.0,50.0,150.0,200.0
971,16.183333333333334,0.0,0.0,50.0,150.0,200.0
972,16.2,0.0,0.0,50.0,150.0,200.0
973,16.216666666666665,0.0,0.0,0.001,150.0,150.001
974,16.233333333333334,0.0,0.0,50.0,150.0,200.0
975,16.25,0.0,0.0,50.0,150.0,200.0
976,16.266666666666666,0.0,0.0,0.001,150.0,150.001
977,16.283333333333335,0.0,0.0,100.0,150.0,250.0
978,16.3,0.0,0.0,50.0,150.0,200.0
979,16.316666666666666,0.0,0.0,50.0,150.0,200.0
980,16.333333333333332,0.0,0.0,50.0,150.0,200.0
981,16.35,0.0,0.0,50.0,150.0,200.0
982,16.366666666666667,0.0,0.0,50.0,150.0,200.0
983,16.383333333333333,0.0,0.0,50.0,150.0,200.0
984,16.4,0.0,0.0,50.0,150.0,200.0
985,16.416666666666668,0.0,0.0,50.0,150.0,200.0
986,16.433333333333334,0.0,0.0,50.0,150.0,200.0
987,16.45,0.0,0.0,50.0,150.0,200.0
988,16.466666666666665,0.0,0.0,50.0,150.0,200.0
989,16.483333333333334,0.0,0.0,50.0,150.0,200.0
990,16.5,0.0,0.0,50.0,150.0,200.0
991,16.516666666666666,0.0,0.0,50.0,150.0,200.0
992,16.533333333333335,0.0,0.0,50.0,150.0,200.0
993,16.55,0.0,0.0,0.001,150.0,150.001
994,16.566666666666666,0.0,0.0,0.001,150.0,150.001
995,16.583333333333332,0.0,0.0,100.0,150.0,250.0
996,16.6,0.0,0.0,50.0,150.0,200.0
997,16.616666666666667,0.0,0.0,50.0,150.0,200.0
998,16.633333333333333,0.0,0.0,0.001,150.0,150.001
999,16.65,0.0,0.0,100.0,150.0,250.0
1000,16.666666666666668,0.0,0.0,100.0,150.0,250.0
1001,16.683333333333334,0.0,0.0,100.0,150.0,250.0
1002,16.7,0.0,0.0,0.001,150.0,150.001
1003,16.716666666666665,0.0,0.0,0.001,150.0,150.001
1004,16.733333333333334,0.0,0.0,50.0,150.0,200.0
1005,16.75,0.0,0.0,100.0,150.0,250.0
1006,16.766666666666666,0.0,0.0,100.0,150.0,250.0
1007,16.783333333333335,0.0,0.0,100.0,150.0,250.0
1008,16.8,0.0,0.0,100.0,150.0,250.0
1009,16.816666666666666,0.0,0.0,0.001,150.0,150.001
1010,16.833333333333332,0.0,0.0,100.0,150.0,250.0
1011,16.85,0.0,0.0,0.001,150.0,150.001
1012,16.866666666666667,0.0,0.0,100.0,150.0,250.0
1013,16.883333333333333,0.0,0.0,0.001,150.0,150.001
1014,16.9,0.0,0.0,100.0,150.0,250.0
1015,16.916666666666668,0.0,0.0,0.001,150.0,150.001
1016,16.933333333333334,0.0,0.0,0.001,150.0,150.001
1017,16.95,0.0,0.0,100.0,150.0,250.0
1018,16.966666666666665,0.0,0.0,0.001,150.0,150.001
1019,16.983333333333334,0.0,0.0,50.0,150.0,200.0
1020,17.0,0.0,0.0,50.0,150.0,200.0
1021,17.016666666666666,0.0,0.0,50.0,150.0,200.0
1022,17.033333333333335,0.0,0.0,50.0,150.0,200.0
1023,17.05,0.0,0.0,50.0,150.0,200.0
1024,17.066666666666666,0.0,0.0,50.0,150.0,200.0
1025,17.083333333333332,0.0,0.0,50.0,150.0,200.0
1026,17.1,0.0,0.0,50.0,150.0,200.0
1027,17.116666666666667,0.0,0.0,50.0,150.0,200.0
1028,17.133333333333333,0.0,0.0,50.0,150.0,200.0
1029,17.15,0.0,0.0,50.0,150.0,200.0
1030,17.166666666666668,0.0,0.0,50.0,150.0,200.0
1031,17.183333333333334,0.0,0.0,50.0,150.0,200.0
1032,17.2,0.0,0.0,50.0,150.0,200.0
1033,17.216666666666665,0.0,0.0,50.0,150.0,200.0
1034,17.233333333333334,0.0,0.0,50.0,150.0,200.0
1035,17.25,0.0,0.0,50.0,150.0,200.0
1036,17.266666666666666,0.0,0.0,50.0,150.0,200.0
1037,17.283333333333335,0.0,0.0,50.0,150.0,200.0
1038,17.3,0.0,0.0,50.0,150.0,200.0
1039,17.316666666666666,0.0,0.0,50.0,150.0,200.0
1040,17.333333333333332,0.0,0.0,50.0,150.0,200.0
1041,17.35,0.0,0.0,50.0,150.0,200.0
1042,17.366666666666667,0.0,0.0,50.0,150.0,200.0
1043,17.383333333333333,0.0,0.0,50.0,150.0,200.0
1044,17.4,0.0,0.0,50.0,150.0,200.0
1045,17.416666666666668,0.0,0.0,50.0,150.0,200.0
1046,17.433333333333334,0.0,0.0,50.0,150.0,200.0
1047,17.45,0.0,0.0,50.0,150.0,200.0
1048,17.466666666666665,0.0,0.0,50.0,150.0,200.0
1049,17.483333333333334,0.0,0.0,50.0,150.0,200.0
1050,17.5,0.0,0.0,50.0,150.0,200.0
1051,17.516666666666666,0.0,0.0,50.0,150.0,200.0
1052,17.533333333333335,0.0,0.0,50.0,150.0,200.0
1053,17.55,0.0,0.0,50.0,150.0,200.0
1054,17.566666666666666,0.0,0.0,50.0,150.0,200.0
1055,17.583333333333332,0.0,0.0,50.0,150.0,200.0
1056,17.6,0.0,0.0,50.0,150.0,200.0
1057,17.616666666666667,0.0,0.0,50.0,150.0,200.0
1058,17.633333333333333,0.0,0.0,50.0,150.0,200.0
1059,17.65,0.0,0.0,50.0,150.0,200.0
1060,17.666666666666668,0.0,0.0,50.0,150.0,200.0
1061,17.683333333333334,0.0,0.0,50.0,150.0,200.0
1062,17.7,0.0,0.0,50.0,150.0,200.0
1063,17.716666666666665,0.0,0.0,50.0,150.0,200.0
1064,17.733333333333334,0.0,0.0,50.0,150.0,200.0
1065,17.75,0.0,0.0,50.0,150.0,200.0
1066,17.766666666666666,0.0,0.0,50.0,150.0,200.0
1067,17.783333333333335,0.0,0.0,50.0,150.0,200.0
1068,17.8,0.0,0.0,50.0,150.0,200.0
1069,17.816666666666666,0.0,0.0,50.0,150.0,200.0
1070,17.833333333333332,0.001,0.0,50.0,150.0,200.001
1071,17.85,100.0,0.0,50.0,150.0,300.0
1072,17.866666666666667,100.0,0.0,50.0,150.0,300.0
1073,17.883333333333333,100.0,0.0,50.0,150.0,300.0
1074,17.9,0.001,0.0,50.0,150.0,200.001
1075,17.916666666666668,100.0,0.0,50.0,150.0,300.0
1076,17.933333333333334,100.0,0.0,50.0,150.0,300.0
1077,17.95,0.001,0.0,50.0,150.0,200.001
1078,17.966666666666665,100.0,24.0,50.0,150.0,324.0
1079,17.983333333333334,100.0,60.0,50.0,150.0,360.0
1080,18.0,100.0,36.0,50.0,150.0,336.0
1081,18.016666666666666,100.0,36.0,50.0,150.0,336.0
1082,18.033333333333335,100.0,36.0,50.0,150.0,336.0
1083,18.05,100.0,36.0,50.0,150.0,336.0
1084,18.066666666666666,100.0,48.0,50.0,150.0,348.0
1085,18.083333333333332,100.0,48.0,50.0,150.0,348.0
1086,18.1,100.0,48.0,50.0,150.0,348.0
1087,18.116666666666667,100.0,48.0,50.0,150.0,348.0
1088,18.133333333333333,0.001,48.0,50.0,150.0,248.001
1089,18.15,0.001,48.0,50.0,150.0,248.001
1090,18.166666666666668,100.0,48.0,50.0,150.0,348.0
1091,18.183333333333334,100.0,48.0,50.0,150.0,348.0
1092,18.2,100.0,48.0,50.0,150.0,348.0
1093,18.216666666666665,100.0,48.0,50.0,150.0,348.0
1094,18.233333333333334,100.0,48.0,50.0,150.0,348.0
1095,18.25,100.0,48.0,50.0,150.0,348.0
1096,18.266666666666666,100.0,48.0,50.0,150.0,348.0
1097,18.283333333333335,100.0,48.0,50.0,150.0,348.0
1098,18.3,100.0,48.0,50.0,150.0,348.0
1099,18.316666666666666,100.0,48.0,50.0,150.0,348.0
1100,18.333333333333332,100.0,48.0,50.0,150.0,348.0
1101,18.35,100.0,48.0,50.0,150.0,348.0
1102,18.366666666666667,100.0,60.0,50.0,150.0,360.0
1103,18.383333333333333,100.0,36.0,50.0,150.0,336.0
1104,18.4,100.0,36.0,50.0,150.0,336.0
1105,18.416666666666668,100.0,36.0,50.0,150.0,336.0
1106,18.433333333333334,100.0,36.0,50.0,150.0,336.0
1107,18.45,100.0,36.0,50.0,150.0,336.0
1108,18.466666666666665,100.0,36.0,50.0,150.0,336.0
1109,18.483333333333334,100.0,36.0,50.0,150.0,336.0
1110,18.5,100.0,24.0,50.0,150.0,324.0
1111,18.516666666666666,100.0,24.0,50.0,150.0,324.0
1112,18.533333333333335,100.0,60.0,50.0,150.0,360.0
1113,18.55,100.0,60.0,50.0,150.0,360.0
1114,18.566666666666666,100.0,60.0,50.0,150.0,360.0
1115,18.583333333333332,100.0,60.0,50.0,150.0,360.0
1116,18.6,100.0,60.0,50.0,150.0,360.0
1117,18.616666666666667,100.0,60.0,50.0,150.0,360.0
1118,18.633333333333333,100.0,60.0,50.0,150.0,360.0
1119,18.65,100.0,60.0,50.0,150.0,360.0
1120,18.666666666666668,100.0,60.0,50.0,150.0,360.0
1121,18.683333333333334,100.0,60.0,50.0,150.0,360.0
1122,18.7,100.0,60.0,50.0,150.0,360.0
1123,18.716666666666665,100.0,60.0,50.0,150.0,360.0
1124,18.733333333333334,100.0,48.0,50.0,150.0,348.0
1125,18.75,100.0,12.0,50.0,150.0,312.0
1126,18.766666666666666,100.0,48.0,50.0,150.0,348.0
1127,18.783333333333335,100.0,48.0,50.0,150.0,348.0
1128,18.8,100.0,48.0,50.0,150.0,348.0
1129,18.816666666666666,100.0,0.001,50.0,150.0,300.001
1130,18.833333333333332,0.001,48.0,50.0,150.0,248.001
1131,18.85,0.001,48.0,50.0,150.0,248.001
1132,18.866666666666667,100.0,12.0,50.0,150.0,312.0
1133,18.883333333333333,100.0,36.0,50.0,150.0,336.0
1134,18.9,100.0,36.0,50.0,150.0,336.0
1135,18.916666666666668,100.0,36.0,50.0,150.0,336.0
1136,18.933333333333334,100.0,36.0,50.0,150.0,336.0
1137,18.95,100.0,36.0,50.0,150.0,336.0
1138,18.966666666666665,100.0,36.0,50.0,150.0,336.0
1139,18.983333333333334,100.0,36.0,50.0,150.0,336.0
1140,19.0,100.0,36.0,50.0,150.0,336.0
1141,19.016666666666666,100.0,48.0,50.0,150.0,348.0
1142,19.033333333333335,100.0,48.0,50.0,150.0,348.0
1143,19.05,100.0,48.0,50.0,150.0,348.0
1144,19.066666666666666,100.0,36.0,50.0,150.0,336.0
1145,19.083333333333332,100.0,24.0,50.0,150.0,324.0
1146,19.1,100.0,24.0,0.001,150.0,274.001
1147,19.116666666666667,100.0,24.0,100.0,150.0,374.0
1148,19.133333333333333,100.0,24.0,100.0,150.0,374.0
1149,19.15,100.0,24.0,100.0,150.0,374.0
1150,19.166666666666668,0.001,24.0,50.0,150.0,224.001
1151,19.183333333333334,100.0,24.0,100.0,150.0,374.0
1152,19.2,100.0,24.0,100.0,150.0,374.0
1153,19.216666666666665,0.001,24.0,100.0,150.0,274.001
1154,19.233333333333334,0.001,24.0,100.0,150.0,274.001
1155,19.25,100.0,24.0,100.0,150.0,374.0
1156,19.266666666666666,100.0,24.0,100.0,150.0,374.0
1157,19.283333333333335,100.0,24.0,100.0,150.0,374.0
1158,19.3,100.0,24.0,0.001,150.0,274.001
1159,19.316666666666666,100.0,24.0,100.0,150.0,374.0
1160,19.333333333333332,100.0,24.0,100.0,150.0,374.0
1161,19.35,100.0,24.0,100.0,150.0,374.0
1162,19.366666666666667,0.001,24.0,100.0,150.0,274.001
1163,19.383333333333333,0.001,24.0,100.0,150.0,274.001
1164,19.4,0.001,24.0,100.0,150.0,274.001
1165,19.416666666666668,0.001,24.0,100.0,150.0,274.001
1166,19.433333333333334,100.0,24.0,100.0,150.0,374.0
1167,19.45,100.0,24.0,100.0,150.0,374.0
1168,19.466666666666665,100.0,24.0,100.0,150.0,374.0
1169,19.483333333333334,100.0,24.0,100.0,150.0,374.0
1170,19.5,0.001,24.0,100.0,150.0,274.001
1171,19.516666666666666,100.0,24.0,100.0,150.0,374.0
1172,19.533333333333335,0.001,24.0,100.0,150.0,274.001
1173,19.55,100.0,24.0,100.0,150.0,374.0
1174,19.566666666666666,100.0,24.0,100.0,150.0,374.0
1175,19.583333333333332,100.0,24.0,100.0,150.0,374.0
1176,19.6,0.001,24.0,100.0,150.0,274.001
1177,19.616666666666667,0.001,24.0,100.0,150.0,274.001
1178,19.633333333333333,0.001,24.0,100.0,150.0,274.001
1179,19.65,0.001,24.0,100.0,150.0,274.001
1180,19.666666666666668,0.001,24.0,100.0,150.0,274.001
1181,19.683333333333334,100.0,24.0,100.0,150.0,374.0
1182,19.7,100.0,24.0,100.0,150.0,374.0
1183,19.716666666666665,0.001,24.0,100.0,150.0,274.001
1184,19.733333333333334,100.0,24.0,100.0,150.0,374.0
1185,19.75,100.0,24.0,100.0,150.0,374.0
1186,19.766666666666666,0.001,24.0,100.0,150.0,274.001
1187,19.783333333333335,100.0,24.0,100.0,150.0,374.0
1188,19.8,100.0,24.0,100.0,150.0,374.0
1189,19.816666666666666,0.001,48.0,100.0,150.0,298.001
1190,19.833333333333332,100.0,48.0,100.0,150.0,398.0
1191,19.85,100.0,60.0,100.0,150.0,410.0
1192,19.866666666666667,100.0,12.0,100.0,150.0,362.0
1193,19.883333333333333,0.001,12.0,100.0,150.0,262.001
1194,19.9,100.0,12.0,100.0,150.0,362.0
1195,19.916666666666668,100.0,12.0,100.0,150.0,362.0
1196,19.933333333333334,100.0,12.0,100.0,150.0,362.0
1197,19.95,100.0,12.0,100.0,150.0,362.0
1198,19.966666666666665,100.0,12.0,100.0,150.0,362.0
1199,19.983333333333334,100.0,12.0,100.0,150.0,362.0
1200,20.0,100.0,12.0,100.0,150.0,362.0
1201,20.016666666666666,100.0,12.0,100.0,150.0,362.0
1202,20.033333333333335,100.0,12.0,100.0,150.0,362.0
1203,20.05,100.0,12.0,100.0,150.0,362.0
1204,20.066666666666666,100.0,12.0,100.0,150.0,362.0
1205,20.083333333333332,100.0,12.0,100.0,150.0,362.0
1206,20.1,100.0,12.0,100.0,150.0,362.0
1207,20.116666666666667,100.0,12.0,100.0,150.0,362.0
1208,20.133333333333333,100.0,12.0,100.0,150.0,362.0
1209,20.15,100.0,12.0,100.0,150.0,362.0
1210,20.166666666666668,100.0,12.0,100.0,150.0,362.0
1211,20.183333333333334,100.0,12.0,100.0,150.0,362.0
1212,20.2,100.0,12.0,100.0,150.0,362.0
1213,20.216666666666665,100.0,12.0,100.0,150.0,362.0
1214,20.233333333333334,0.001,12.0,100.0,150.0,262.001
1215,20.25,100.0,12.0,100.0,150.0,362.0
1216,20.266666666666666,100.0,12.0,100.0,150.0,362.0
1217,20.283333333333335,100.0,12.0,100.0,150.0,362.0
1218,20.3,100.0,12.0,100.0,150.0,362.0
1219,20.316666666666666,100.0,12.0,100.0,150.0,362.0
1220,20.333333333333332,100.0,12.0,100.0,150.0,362.0
1221,20.35,100.0,12.0,100.0,150.0,362.0
1222,20.366666666666667,100.0,12.0,100.0,150.0,362.0
1223,20.383333333333333,0.001,12.0,100.0,150.0,262.001
1224,20.4,100.0,12.0,100.0,150.0,362.0
1225,20.416666666666668,100.0,12.0,100.0,150.0,362.0
1226,20.433333333333334,100.0,12.0,100.0,150.0,362.0
1227,20.45,100.0,12.0,100.0,150.0,362.0
1228,20.466666666666665,100.0,12.0,100.0,150.0,362.0
1229,20.483333333333334,100.0,12.0,100.0,150.0,362.0
1230,20.5,100.0,12.0,100.0,150.0,362.0
1231,20.516666666666666,100.0,12.0,100.0,150.0,362.0
1232,20.533333333333335,100.0,12.0,100.0,150.0,362.0
1233,20.55,100.0,12.0,100.0,150.0,362.0
1234,20.566666666666666,100.0,12.0,100.0,150.0,362.0
1235,20.583333333333332,100.0,12.0,100.0,150.0,362.0
1236,20.6,100.0,12.0,100.0,150.0,362.0
1237,20.616666666666667,100.0,12.0,50.0,150.0,312.0
1238,20.633333333333333,0.001,12.0,100.0,150.0,262.001
1239,20.65,100.0,12.0,50.0,150.0,312.0
1240,20.666666666666668,100.0,12.0,50.0,150.0,312.0
1241,20.683333333333334,0.001,12.0,100.0,150.0,262.001
1242,20.7,0.001,12.0,100.0,150.0,262.001
1243,20.716666666666665,0.001,12.0,100.0,150.0,262.001
1244,20.733333333333334,0.001,12.0,0.001,150.0,162.002
1245,20.75,100.0,12.0,100.0,150.0,362.0
1246,20.766666666666666,100.0,12.0,0.001,150.0,262.001
1247,20.783333333333335,0.001,12.0,100.0,150.0,262.001
1248,20.8,100.0,12.0,0.001,150.0,262.001
1249,20.816666666666666,100.0,12.0,100.0,150.0,362.0
1250,20.833333333333332,100.0,12.0,100.0,150.0,362.0
1251,20.85,0.001,12.0,100.0,150.0,262.001
1252,20.866666666666667,0.001,12.0,100.0,150.0,262.001
1253,20.883333333333333,100.0,12.0,100.0,150.0,362.0
1254,20.9,100.0,12.0,100.0,150.0,362.0
1255,20.916666666666668,100.0,12.0,0.001,150.0,262.001
1256,20.933333333333334,100.0,12.0,50.0,150.0,312.0
1257,20.95,100.0,12.0,0.001,150.0,262.001
1258,20.966666666666665,100.0,12.0,0.0,150.0,262.0
1259,20.983333333333334,100.0,12.0,0.0,150.0,262.0
1260,21.0,0.001,12.0,0.0,150.0,162.001
1261,21.016666666666666,100.0,12.0,0.0,150.0,262.0
1262,21.033333333333335,100.0,12.0,0.0,150.0,262.0
1263,21.05,100.0,12.0,0.0,150.0,262.0
1264,21.066666666666666,100.0,12.0,0.0,150.0,262.0
1265,21.083333333333332,100.0,12.0,0.0,150.0,262.0
1266,21.1,100.0,12.0,0.0,150.0,262.0
1267,21.116666666666667,100.0,12.0,0.0,150.0,262.0
1268,21.133333333333333,100.0,12.0,0.0,150.0,262.0
1269,21.15,100.0,12.0,0.0,150.0,262.0
1270,21.166666666666668,100.0,12.0,0.0,150.0,262.0
1271,21.183333333333334,100.0,12.0,0.0,150.0,262.0
1272,21.2,100.0,12.0,0.0,150.0,262.0
1273,21.216666666666665,100.0,12.0,0.0,150.0,262.0
1274,21.233333333333334,100.0,12.0,0.0,150.0,262.0
1275,21.25,100.0,12.0,0.0,150.0,262.0
1276,21.266666666666666,100.0,12.0,0.0,150.0,262.0
1277,21.283333333333335,100.0,12.0,0.0,150.0,262.0
1278,21.3,100.0,12.0,0.0,150.0,262.0
1279,21.316666666666666,100.0,12.0,0.0,150.0,262.0
1280,21.333333333333332,100.0,12.0,0.0,150.0,262.0
1281,21.35,100.0,12.0,0.0,150.0,262.0
1282,21.366666666666667,100.0,12.0,0.0,150.0,262.0
1283,21.383333333333333,100.0,12.0,0.0,150.0,262.0
1284,21.4,100.0,12.0,0.0,150.0,262.0
1285,21.416666666666668,100.0,12.0,0.0,150.0,262.0
1286,21.433333333333334,100.0,12.0,0.0,150.0,262.0
1287,21.45,100.0,12.0,0.0,150.0,262.0
1288,21.466666666666665,100.0,12.0,0.0,150.0,262.0
1289,21.483333333333334,100.0,12.0,0.0,150.0,262.0
1290,21.5,100.0,12.0,0.0,150.0,262.0
1291,21.516666666666666,100.0,12.0,0.0,150.0,262.0
1292,21.533333333333335,100.0,12.0,0.0,150.0,262.0
1293,21.55,0.001,12.0,0.0,150.0,162.001
1294,21.566666666666666,0.001,12.0,0.0,150.0,162.001
1295,21.583333333333332,0.001,12.0,0.0,150.0,162.001
1296,21.6,100.0,12.0,0.0,150.0,262.0
1297,21.616666666666667,100.0,12.0,0.0,150.0,262.0
1298,21.633333333333333,100.0,12.0,0.0,150.0,262.0
1299,21.65,100.0,12.0,0.0,150.0,262.0
1300,21.666666666666668,100.0,12.0,0.0,150.0,262.0
1301,21.683333333333334,100.0,12.0,0.0,150.0,262.0
1302,21.7,100.0,12.0,0.0,150.0,262.0
1303,21.716666666666665,100.0,12.0,0.0,150.0,262.0
1304,21.733333333333334,100.0,12.0,0.0,150.0,262.0
1305,21.75,100.0,12.0,0.0,150.0,262.0
1306,21.766666666666666,100.0,0.001,0.0,0.001,100.00200000000001
1307,21.783333333333335,100.0,48.0,0.0,0.001,148.001
1308,21.8,100.0,36.0,0.0,0.001,136.001
1309,21.816666666666666,100.0,36.0,0.0,0.001,136.001
1310,21.833333333333332,100.0,36.0,0.0,0.001,136.001
1311,21.85,100.0,36.0,0.0,0.001,136.001
1312,21.866666666666667,100.0,36.0,0.0,0.001,136.001
1313,21.883333333333333,100.0,24.0,0.0,0.001,124.001
1314,21.9,100.0,24.0,0.0,0.001,124.001
1315,21.916666666666668,100.0,0.001,0.0,0.001,100.00200000000001
1316,21.933333333333334,100.0,36.0,0.0,0.001,136.001
1317,21.95,0.001,24.0,0.0,0.001,24.002000000000002
1318,21.966666666666665,0.001,24.0,0.0,0.001,24.002000000000002
1319,21.983333333333334,100.0,24.0,0.0,0.001,124.001
1320,22.0,100.0,24.0,0.0,0.001,124.001
1321,22.016666666666666,0.001,24.0,0.0,0.001,24.002000000000002
1322,22.033333333333335,0.001,24.0,0.0,0.001,24.002000000000002
1323,22.05,100.0,24.0,0.0,0.001,124.001
1324,22.066666666666666,100.0,24.0,0.0,0.001,124.001
1325,22.083333333333332,100.0,24.0,0.0,0.001,124.001
1326,22.1,0.001,24.0,0.0,0.001,24.002000000000002
1327,22.116666666666667,0.001,24.0,0.0,0.001,24.002000000000002
1328,22.133333333333333,100.0,24.0,0.0,0.001,124.001
1329,22.15,100.0,24.0,0.0,0.001,124.001
1330,22.166666666666668,100.0,24.0,0.0,0.001,124.001
1331,22.183333333333334,100.0,24.0,0.0,0.001,124.001
1332,22.2,100.0,24.0,0.0,0.001,124.001
1333,22.216666666666665,100.0,24.0,0.0,0.001,124.001
1334,22.233333333333334,100.0,24.0,0.0,0.001,124.001
1335,22.25,100.0,24.0,0.0,0.001,124.001
1336,22.266666666666666,100.0,24.0,0.0,0.001,124.001
1337,22.283333333333335,100.0,24.0,0.0,0.001,124.001
1338,22.3,0.001,24.0,0.0,0.001,24.002000000000002
1339,22.316666666666666,100.0,24.0,0.0,0.001,124.001
1340,22.333333333333332,100.0,24.0,0.0,0.001,124.001
1341,22.35,100.0,24.0,0.0,0.001,124.001
1342,22.366666666666667,0.001,24.0,0.0,0.001,24.002000000000002
1343,22.383333333333333,100.0,24.0,0.0,0.001,124.001
1344,22.4,100.0,24.0,0.0,0.001,124.001
1345,22.416666666666668,100.0,24.0,0.0,0.001,124.001
1346,22.433333333333334,100.0,24.0,0.0,0.001,124.001
1347,22.45,100.0,24.0,0.0,0.001,124.001
1348,22.466666666666665,100.0,24.0,0.0,0.001,124.001
1349,22.483333333333334,100.0,24.0,0.0,0.001,124.001
1350,22.5,100.0,12.0,0.0,0.001,112.001
1351,22.516666666666666,100.0,36.0,0.0,0.001,136.001
1352,22.533333333333335,100.0,0.0,0.0,0.001,100.001
1353,22.55,100.0,0.0,0.0,0.001,100.001
1354,22.566666666666666,100.0,0.0,0.0,0.001,100.001
1355,22.583333333333332,100.0,0.0,0.0,0.001,100.001
1356,22.6,100.0,0.0,0.0,0.001,100.001
1357,22.616666666666667,0.001,0.0,0.0,0.001,0.002
1358,22.633333333333333,0.0,0.0,0.0,0.001,0.001
1359,22.65,0.0,0.0,0.0,0.001,0.001
1360,22.666666666666668,0.0,0.0,0.0,0.001,0.001
1361,22.683333333333334,0.0,0.0,0.0,0.001,0.001
1362,22.7,0.0,0.0,0.0,0.001,0.001
1363,22.716666666666665,0.0,0.0,0.0,0.001,0.001
1364,22.733333333333334,0.0,0.0,0.0,0.001,0.001
1365,22.75,0.0,0.0,0.0,0.001,0.001
1366,22.766666666666666,0.0,0.0,0.0,0.001,0.001
1367,22.783333333333335,0.0,0.0,0.0,0.001,0.001
1368,22.8,0.0,0.0,0.0,0.001,0.001
1369,22.816666666666666,0.0,0.0,0.0,0.001,0.001
1370,22.833333333333332,0.0,0.0,0.0,0.001,0.001
1371,22.85,0.0,0.0,0.0,0.001,0.001
1372,22.866666666666667,0.0,0.0,0.0,0.001,0.001
1373,22.883333333333333,0.0,0.0,0.0,0.001,0.001
1374,22.9,0.0,0.0,0.0,0.001,0.001
1375,22.916666666666668,0.0,0.0,0.0,0.001,0.001
1376,22.933333333333334,0.0,0.0,0.0,0.001,0.001
1377,22.95,0.0,0.0,0.0,0.001,0.001
1378,22.966666666666665,0.0,0.0,0.0,0.001,0.001
1379,22.983333333333334,0.0,0.0,0.0,0.001,0.001
1380,23.0,0.0,0.0,0.0,0.001,0.001
1381,23.016666666666666,0.0,0.0,0.0,0.001,0.001
1382,23.033333333333335,0.0,0.0,0.0,0.001,0.001
1383,23.05,0.0,0.0,0.0,0.001,0.001
1384,23.066666666666666,0.0,0.0,0.0,0.001,0.001
1385,23.083333333333332,0.0,0.0,0.0,0.001,0.001
1386,23.1,0.0,0.0,0.0,0.001,0.001
1387,23.116666666666667,0.0,0.0,0.0,0.001,0.001
1388,23.133333333333333,0.0,0.0,0.0,0.001,0.001
1389,23.15,0.0,0.0,0.0,0.001,0.001
1390,23.166666666666668,0.0,0.0,0.0,0.001,0.001
1391,23.183333333333334,0.0,0.0,0.0,0.001,0.001
1392,23.2,0.0,0.0,0.0,0.001,0.001
1393,23.216666666666665,0.0,0.0,0.0,0.001,0.001
1394,23.233333333333334,0.0,0.0,0.0,0.001,0.001
1395,23.25,0.0,0.0,0.0,0.001,0.001
1396,23.266666666666666,0.0,0.0,0.0,0.001,0.001
1397,23.283333333333335,0.0,0.0,0.0,0.001,0.001
1398,23.3,0.0,0.0,0.0,0.001,0.001
1399,23.316666666666666,0.0,0.0,0.0,0.001,0.001
1400,23.333333333333332,0.0,0.0,0.0,0.001,0.001
1401,23.35,0.0,0.0,0.0,0.001,0.001
1402,23.366666666666667,0.0,0.0,0.0,0.001,0.001
1403,23.383333333333333,0.0,0.0,0.0,0.001,0.001
1404,23.4,0.0,0.0,0.0,0.001,0.001
1405,23.416666666666668,0.0,0.0,0.0,0.001,0.001
1406,23.433333333333334,0.0,0.0,0.0,0.001,0.001
1407,23.45,0.0,0.0,0.0,0.0,0.0
1408,23.466666666666665,0.0,0.0,0.0,0.0,0.0
1409,23.483333333333334,0.0,0.0,0.0,0.0,0.0
1410,23.5,0.0,0.0,0.0,0.0,0.0
1411,23.516666666666666,0.0,0.0,0.0,0.0,0.0
1412,23.533333333333335,0.0,0.0,0.0,0.0,0.0
1413,23.55,0.0,0.0,0.0,0.0,0.0
1414,23.566666666666666,0.0,0.0,0.0,0.0,0.0
1415,23.583333333333332,0.0,0.0,0.0,0.0,0.0
1416,23.6,0.0,0.0,0.0,0.0,0.0
1417,23.616666666666667,0.0,0.0,0.0,0.0,0.0
1418,23.633333333333333,0.0,0.0,0.0,0.0,0.0
1419,23.65,0.0,0.0,0.0,0.0,0.0
1420,23.666666666666668,0.0,0.0,0.0,0.0,0.0
1421,23.683333333333334,0.0,0.0,0.0,0.0,0.0
1422,23.7,0.0,0.0,0.0,0.0,0.0
1423,23.716666666666665,0.0,0.0,0.0,0.0,0.0
1424,23.733333333333334,0.0,0.0,0.0,0.0,0.0
1425,23.75,0.0,0.0,0.0,0.0,0.0
1426,23.766666666666666,0.0,0.0,0.0,0.0,0.0
1427,23.783333333333335,0.0,0.0,0.0,0.0,0.0
1428,23.8,0.0,0.0,0.0,0.0,0.0
1429,23.816666666666666,0.0,0.0,0.0,0.0,0.0
1430,23.833333333333332,0.0,0.0,0.0,0.0,0.0
1431,23.85,0.0,0.0,0.0,0.0,0.0
1432,23.866666666666667,0.0,0.0,0.0,0.0,0.0
1433,23.883333333333333,0.0,0.0,0.0,0.0,0.0
1434,23.9,0.0,0.0,0.0,0.0,0.0
1435,23.916666666666668,0.0,0.0,0.0,0.0,0.0
